X,Y,OBJECTID,created_date,created_user,src_geo,clc_quartier,clc_secteur,id_arbre,haut_tot,haut_tronc,tronc_diam,fk_arb_etat,fk_stadedev,fk_port,fk_pied,fk_situation,fk_revetement,commentaire_environnement,dte_plantation,age_estim,fk_prec_estim,clc_nbr_diag,dte_abattage,fk_nomtech,last_edited_user,last_edited_date,villeca,nomfrancais,nomlatin,GlobalID,CreationDate,Creator,EditDate,Editor,feuillage,remarquable
1721505.9635,8292732.5362,9638,2017/09/25 12:16:10+00,mickael.delaere,,Quartier du faubourg d'Isle,Zone industrielle St-Lazare (bassin),21,7.0,2.0,54.0,EN PLACE,jeune,libre,terre,Alignement,Non, ,,20.0,5.0,,,CORCOL,mickael.delaere,2017/09/25 14:01:20+00,CASQ,CORCOL,CORCOL,{42713E2D-AA0E-46CF-93DB-D3B083EDC978},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720098.3577,8294175.3441,1823,2017/02/02 15:27:53+00,mickael.delaere,Orthophoto,Quartier du Centre-Ville,Boulevard Henri Martin,57,0.0,0.0,0.0,ABATTU,,,,Alignement,,RAS,,0.0,,0.0,,RAS,mickael.delaere,2017/02/02 15:27:53+00,VILLE,RAS,RAS,{3F0F45A0-CBA5-4001-B0BD-CEC03E8B51F3},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,,Non
1721034.382,8294492.2885,1704,2017/02/02 15:27:53+00,mickael.delaere,Orthophoto,Quartier Remicourt,Rue de Baudreuil,63,7.0,2.0,55.0,EN PLACE,jeune,semi libre,Bande de terre,Alignement,Non,RAS,,20.0,5.0,0.0,,LIRTUL,mickael.delaere,2017/02/02 15:27:53+00,VILLE,LIRTUL,LIRTUL,{E7A709C8-8689-427C-B5CD-88103883DA5A},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721855.5761,8290588.7337,11520,,,,,Zone industrielle le Royeux (A.Europe),93,6.0,2.0,53.0,EN PLACE,jeune,libre,terre,Alignement,Non, ,,10.0,5.0,,,ALNSPA,,,CASQ,ALNSPA,ALNSPA,{42DC49D1-9C19-4A1B-A1E3-49BE6CBF6329},,,,,Feuillu,Non
1720108.5153,8296265.9416,3178,2017/02/02 15:28:02+00,mickael.delaere,Orthophoto,Quartier Saint-Jean,Stade Paul Debrésie,134,4.0,2.0,110.0,EN PLACE,adulte,tête de chat,Revetement non permeable,Alignement,Non,RAS,,20.0,5.0,0.0,,TILCOR,mickael.delaere,2017/02/17 10:23:10+00,VILLE,TILCOR,TILCOR,{3749EF33-E63B-40B5-A635-52B6AF0AF358},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722292.1806,8294946.3199,5440,2017/02/02 15:28:09+00,mickael.delaere,Orthophoto,Quartier Remicourt,Piscine Jean Bouin,13,14.0,2.0,120.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,40.0,10.0,0.0,,TILCOR,mickael.delaere,2017/02/02 15:28:09+00,VILLE,TILCOR,TILCOR,{55A929A5-6DA8-49D6-9F95-049C162E6710},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721475.0676,8296295.0219,6163,2017/02/02 15:28:13+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Espace de glisse,50,19.0,2.0,160.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,40.0,10.0,0.0,,ACEPSE,mickael.delaere,2017/02/02 15:28:13+00,VILLE,ACEPSE,ACEPSE,{5C4F96F5-B27F-40BE-85C7-BC9E4F92794C},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721666.5046,8295683.2923,4547,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Rue Gay Lussac,9,17.0,3.0,110.0,Essouché,adulte,semi libre,gazon,Groupe,Non,RAS,,35.0,10.0,0.0,2013/10/01 00:00:00+00,PINNIGnig,mickael.delaere,2017/05/11 14:49:19+00,VILLE,PINNIGnig,PINNIGnig,{D6F40D9F-BC86-4008-9918-C10A22D11CDD},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1722832.5529,8292817.4122,10713,2018/01/10 14:09:53+00,mickael.delaere,Orthophoto,Quartier de Neuville,Rue Raoul Huguet,27,15.0,3.0,159.0,EN PLACE,Adulte,architecturé,Terre,Alignement,Oui,RAS,,40.0,5.0,0.0,,PLAACE,mickael.delaere,2018/01/10 14:09:53+00,VILLE,PLAACE,PLAACE,{385B05AA-0F6F-45D2-AC38-E01207E1E89F},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721167.9338,8294546.0587,221,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,Quartier Remicourt,Parc des Champs-Elysées,20,24.0,10.0,220.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,80.0,20.0,1.0,,TILCOR,mickael.delaere,2017/05/12 09:25:05+00,VILLE,TILCOR,TILCOR,{6817AE33-2CD5-4994-99DE-1E9BF5524121},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721776.4873,8295585.7294,4501,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Rue Archimède,5,8.0,3.0,90.0,EN PLACE,adulte,réduit relâché,gazon,Groupe,Non,RAS,,25.0,10.0,0.0,,TILCOR,mickael.delaere,2017/02/02 15:28:05+00,VILLE,TILCOR,TILCOR,{32E29CD9-E23B-4A2D-BF20-C2824BA64C05},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721253.6117,8293483.5473,10390,2018/01/10 14:05:44+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Parvis Gare,133,6.0,2.0,30.0,EN PLACE,Jeune,Libre,Terre,Groupe,Non,RAS,2016/01/01 00:00:00+00,5.0,2.0,0.0,,QUECER,mickael.delaere,2018/01/10 14:05:44+00,VILLE,QUECER,QUECER,{E8C933F9-57CD-44EA-9D74-AE8840CDFCE4},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1719074.4812,8292951.0838,823,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Stade Gaston Massot,6,21.0,9.0,165.0,SUPPRIMÉ,adulte,semi libre,gazon,Alignement,Non,RAS,,50.0,20.0,2.0,2017/06/30 22:00:00+00,POPCAN,mickael.delaere,2017/02/02 15:27:50+00,VILLE,POPCAN,POPCAN,{661D427A-B9F9-4819-B45B-B80D96B70E47},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720091.777,8296242.7676,3168,2017/02/02 15:28:02+00,mickael.delaere,Orthophoto,Quartier Saint-Jean,Stade Paul Debrésie,125,13.0,2.0,90.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,30.0,10.0,0.0,,ACEPSE,mickael.delaere,2017/02/02 15:28:02+00,VILLE,ACEPSE,ACEPSE,{13058758-02B3-40B1-AABF-0DACB20258C6},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721588.9168,8292798.332,3464,2017/02/02 15:28:02+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Boulevard du Docteur Camille Guérin,86,17.0,5.0,140.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,40.0,10.0,0.0,,PLAACE,mickael.delaere,2017/02/02 15:28:02+00,VILLE,PLAACE,PLAACE,{8C308CB3-B9C2-4F5C-8D2A-6005074EA62B},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721727.9815,8295794.334,4327,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Rue Henri Barbusse,62,9.0,2.0,90.0,EN PLACE,adulte,tête de chat,gazon,Alignement,Non,RAS,,35.0,10.0,0.0,,TILCOR,mickael.delaere,2017/02/02 15:28:05+00,VILLE,TILCOR,TILCOR,{4FD63846-F1AF-4E2B-B22E-22817816868A},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720064.9827,8295017.3684,2081,2017/02/02 15:27:57+00,mickael.delaere,Orthophoto,Quartier Saint-Jean,Rue Emile Billon,13,6.0,4.0,194.0,EN PLACE,adulte,tête de chat,fosse arbre,Alignement,,RAS,,80.0,20.0,0.0,,TILTOM,mickael.delaere,2017/02/02 15:27:57+00,VILLE,TILTOM,TILTOM,{6B302457-7349-4187-8109-11759A54C57E},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721950.4307,8295041.8733,4237,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier Remicourt,Ecole primaire François Collery,2,12.0,2.0,113.0,EN PLACE,adulte,semi libre,fosse arbre,Groupe,Oui,RAS,,30.0,10.0,0.0,,ULMJAP,mickael.delaere,2017/02/02 15:28:05+00,VILLE,ULMJAP,ULMJAP,{D39202E0-DE3F-48C8-A250-1CB960C72EA1},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718971.6176,8292858.4728,136,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rue de Paris,109,10.0,2.0,145.0,EN PLACE,adulte,réduit relâché,Revetement non permeable,Alignement,,RAS,,50.0,10.0,2.0,,TILCOR,mickael.delaere,2017/02/02 15:27:50+00,VILLE,TILCOR,TILCOR,{203A5087-66ED-4A4B-943C-3EDE46444358},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718966.1837,8295236.809,8431,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Avenue Archimède,157,7.0,0.0,110.0,EN PLACE,jeune,rideau,gazon,Alignement,Non,RAS,,15.0,2.0,,,FAGSYLfas,mickael.delaere,2017/02/02 15:28:18+00,CASQ,FAGSYLfas,FAGSYLfas,{BBDD41BD-F0E5-493C-BB08-01EBF9CDF233},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721737.4483,8295583.1932,4525,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Rue des Frères Lumière,6,27.0,5.0,185.0,EN PLACE,adulte,réduit relâché,gazon,Groupe,Oui,RAS,,45.0,10.0,0.0,,POPSIM,mickael.delaere,2017/02/02 15:28:05+00,VILLE,POPSIM,POPSIM,{767349AE-FA9F-4C71-8ED2-E43D47E9FA10},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718758.1758,8295769.1994,8610,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Rue Paul-Emile Victor,46,7.0,2.0,80.0,EN PLACE,adulte,réduit,gazon,Groupe,Non,RAS,,15.0,2.0,,,PINWAL,mickael.delaere,2017/02/02 15:28:18+00,CASQ,PINWAL,PINWAL,{56799415-714C-478E-92A2-712E7E2FD3F6},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1719909.6291,8294933.726,7286,2017/02/02 15:28:16+00,mickael.delaere,Orthophoto,Quartier Saint-Jean,Stade municipal plein air,24,25.0,0.0,350.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,60.0,20.0,0.0,,SEQGIG,mickael.delaere,2017/02/02 15:28:16+00,VILLE,SEQGIG,SEQGIG,{683785D5-26AE-4540-A24C-5E6413D57AE6},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1720084.2856,8295088.2116,2091,2017/02/02 15:27:57+00,mickael.delaere,Orthophoto,Quartier Saint-Jean,Rue Emile Billon,23,5.0,3.0,210.0,EN PLACE,adulte,tête de chat,fosse arbre,Alignement,,RAS,,80.0,20.0,0.0,,TILTOM,mickael.delaere,2017/02/02 15:27:57+00,VILLE,TILTOM,TILTOM,{E7223EE8-21D6-4C81-B41B-76F5A5E1B021},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720862.9044,8295608.6658,6424,2017/02/02 15:28:13+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Place Roterham,8,9.0,2.0,140.0,EN PLACE,adulte,réduit relâché,Bande de terre,Alignement,Non,RAS,,40.0,10.0,0.0,,ACEPLA,mickael.delaere,2017/02/02 15:28:13+00,VILLE,ACEPLA,ACEPLA,{66DF535F-1436-4F60-AF2A-117BC54AF339},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1723438.6216,8293241.8417,729,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,HARLY,Stade Marcel Bienfait,102,18.0,2.0,80.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,30.0,10.0,1.0,,POPNIGita,mickael.delaere,2017/02/02 15:27:50+00,VILLE,POPNIGita,POPNIGita,{1A0B9A36-D766-44E7-8A2B-561BCBD006C5},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1719016.2363,8295518.4802,8727,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Rue Théodore Monod,83,6.0,1.0,91.0,EN PLACE,jeune,semi libre,gazon,Groupe,Non,RAS,,15.0,2.0,,,PINSYL,mickael.delaere,2017/02/02 15:28:18+00,CASQ,PINSYL,PINSYL,{16F3C935-1C62-489C-8800-7277E711C321},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1722937.1435,8293018.9471,10659,2018/01/10 14:09:15+00,mickael.delaere,Orthophoto,Quartier de Neuville,Rue Jacques Blanchot,9,15.0,6.0,151.0,EN PLACE,Adulte,architecturé,Terre,Alignement,Non,RAS,,45.0,5.0,0.0,,PLAACE,mickael.delaere,2018/01/10 14:09:15+00,VILLE,PLAACE,PLAACE,{A3ACDEE1-993F-4993-A1E2-6F02DA286F82},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721232.3889,8294334.0033,1159,2017/02/02 15:27:53+00,mickael.delaere,Orthophoto,Quartier Remicourt,Parc des Champs-Elysées,480,14.0,3.0,154.0,EN PLACE,adulte,semi libre,Bande de terre,Groupe,Non,RAS,,80.0,20.0,0.0,,CUPARI,mickael.delaere,2017/05/12 09:28:24+00,VILLE,CUPARI,CUPARI,{8F6F2058-B0E5-4356-AD70-D08A633DD6AB},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1721121.8055,8294557.6392,10240,2018/01/03 08:05:24+00,mickael.delaere,Orthophoto,Quartier Remicourt,Parc des Champs-Elysées,287,3.5,2.2,20.0,EN PLACE,jeune,libre,gazon,Alignement,Non,RAS,2016/12/01 00:00:00+00,0.0,0.0,0.0,,PLAACE,mickael.delaere,2018/01/03 08:09:28+00,VILLE,PLAACE,PLAACE,{A32AD11E-ED47-4003-8360-3FF3339DFAD3},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722671.1195,8294289.71,10511,2018/01/10 14:07:16+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Parc animalier du Parc d'Isle,18,6.0,2.0,24.0,EN PLACE,Jeune,Libre,Terre,Groupe,Non,RAS,2017/01/01 00:00:00+00,10.0,2.0,0.0,,BETUTIjac,mickael.delaere,2018/01/10 14:07:16+00,CASQ,BETUTIjac,BETUTIjac,{0DB06312-1515-474D-AFD4-211E49490BA3},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1717328.1574,8298713.5201,11956,2018/03/27 22:00:00+00,,Orthophoto,,Gricourt,33,25.0,4.0,131.0,EN PLACE,adulte,libre,Bande de terre,Groupe,Non,Aucun,,50.0,10.0,,,,,,,PLAACE,PLAACE,{02932842-C6B1-4414-9A25-B9BC46B39158},,,,,Feuillu,Non
1720949.154,8294653.061,1100,2017/02/02 15:27:53+00,mickael.delaere,Orthophoto,Quartier Remicourt,Parc des Champs-Elysées,421,16.0,4.0,128.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,50.0,10.0,0.0,,PLAACE,mickael.delaere,2017/05/12 09:28:01+00,VILLE,PLAACE,PLAACE,{7AFD0316-B6BA-43D5-A0DC-B23A1EF4AA64},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720882.248,8295565.7905,4819,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Avenue Robert Schuman,85,8.0,3.0,70.0,ABATTU,adulte,semi libre,Bande de terre,Groupe,Non,RAS,,13.0,5.0,0.0,,BETPEN,mickael.delaere,2017/05/12 09:34:20+00,VILLE,BETPEN,BETPEN,{2BD6A846-8689-441C-997B-36B31F3467C1},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722529.531,8294210.6074,6714,2017/02/02 15:28:13+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Parc d'Isle Jacques Braconnier,288,19.0,4.0,75.0,Non essouché,adulte,semi libre,gazon,Groupe,Non,RAS,,30.0,10.0,0.0,2016/04/01 00:00:00+00,PINNIGnig,mickael.delaere,2017/05/11 09:45:49+00,CASQ,PINNIGnig,PINNIGnig,{D565508E-CDEC-45A8-9185-8E174FFFAB3C},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1721844.3058,8295873.1114,4272,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Rue Henri Barbusse,7,20.0,3.0,204.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,35.0,10.0,0.0,,PLAACE,mickael.delaere,2017/02/02 15:28:05+00,VILLE,PLAACE,PLAACE,{3F436971-8C28-4EDF-B664-3314CAB1F1A8},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722753.2999,8293089.0385,11807,,,,Quartier du faubourg d'Isle,Avenue des Fusillés de Fontaine Notre Dame,66,2.0,0.0,10.0,EN PLACE,jeune,libre,gazon,Isolé,Non,Aucun,2017/09/30 22:00:00+00,1.0,0.0,,,FAGSYLdawpur,,,VILLE,FAGSYLdawpur,FAGSYLdawpur,{98B632D6-CD09-4BF2-BB05-10FC5DD2D3B4},,,,,Feuillu,Non
1718882.3591,8293021.0367,3016,2017/02/02 15:28:02+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rue Jean Falloux,18,14.0,2.0,70.0,SUPPRIMÉ,adulte,semi libre,gazon,Groupe,Non,RAS,,40.0,15.0,0.0,2016/08/01 00:00:00+00,PINNIGnig,mickael.delaere,2017/05/11 15:18:31+00,VILLE,PINNIGnig,PINNIGnig,{7B1B006C-09BB-450E-8B61-6F7DC51869A6},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1721252.2662,8294249.9531,1309,2017/02/02 15:27:53+00,mickael.delaere,Orthophoto,Quartier du Centre-Ville,Boulevard Gambetta,66,7.0,2.0,45.0,EN PLACE,jeune,semi libre,fosse arbre,Alignement,,RAS,,15.0,5.0,0.0,,LIQSTY,mickael.delaere,2017/02/02 15:27:53+00,VILLE,LIQSTY,LIQSTY,{EC05C9B7-76A4-40FD-BE39-C5935A309E69},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718563.9647,8293586.7519,8214,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rue Georges Charpak,434,7.0,3.0,62.0,EN PLACE,jeune,semi libre,gazon,Alignement,Non,RAS,2010/01/01 00:00:00+00,,,,,ULMHOLlob,mickael.delaere,2017/02/02 15:28:18+00,CASQ,ULMHOLlob,ULMHOLlob,{7D5B09A5-65F7-4A6C-B436-DA928DA68766},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721954.0663,8296329.9894,4381,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,OMISSY,Gymnase LEP,46,9.0,1.0,100.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,55.0,10.0,0.0,,CARBET,thibaut.delaire,2017/09/29 12:17:13+00,CASQ,CARBET,CARBET,{949211E9-0D0A-42AD-BD03-74200D49A026},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1719650.3682,8295633.7509,2786,2017/02/02 15:27:57+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Chemin Saint Laurent,4,16.0,2.0,195.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,80.0,20.0,0.0,,FRAEXC,mickael.delaere,2017/02/02 15:27:57+00,VILLE,FRAEXC,FRAEXC,{0F03DAB6-5E1E-42A2-A798-88C89B474277},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1717994.0649,8293986.0941,7817,2017/02/02 15:28:16+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rue Georges Charpak,63,6.0,3.0,32.0,EN PLACE,jeune,semi libre,gazon,Alignement,Non,RAS,2010/01/01 00:00:00+00,,,,,PLAACE,mickael.delaere,2017/02/02 15:28:16+00,CASQ,PLAACE,PLAACE,{B4504F30-8A4E-4997-82DC-1D21DFEE49FF},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721159.4096,8294530.3265,210,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,Quartier Remicourt,Parc des Champs-Elysées,9,24.0,14.0,205.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,80.0,20.0,2.0,,TILCOR,mickael.delaere,2017/05/12 09:25:00+00,VILLE,TILCOR,TILCOR,{7D3A1DA3-B288-4512-A556-3473640EBEF6},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721489.2932,8296243.1615,10156,2018/01/02 13:09:17+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Gymnase Bertrand Gamess,1,4.0,0.0,20.0,EN PLACE,,cépée,gazon,Groupe,Non,RAS,2015/03/31 22:00:00+00,0.0,0.0,,,PRUSERama,mickael.delaere,2018/01/02 13:13:41+00,VILLE,PRUSERama,PRUSERama,{9975261E-FACF-4573-A675-A6C8826DB921},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721559.9169,8293675.5504,4106,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Terrain de mini golf,8,4.0,2.0,28.0,EN PLACE,jeune,têtard,Bande de terre,Alignement,Non,RAS,,10.0,5.0,0.0,,SALBAB,mickael.delaere,2017/02/02 15:28:05+00,VILLE,SALBAB,SALBAB,{4BDFEE3A-DCEC-4115-96E2-50CD3204E9D4},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720915.7736,8294831.2934,373,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,Quartier Remicourt,Parc des Champs-Elysées,173,15.0,5.0,152.0,EN PLACE,adulte,tête de chat relaché,Revetement non permeable,Alignement,,RAS,,80.0,20.0,0.0,,TILCOR,mickael.delaere,2017/05/12 09:26:10+00,VILLE,TILCOR,TILCOR,{51902EA5-129C-4793-93D9-C04418D93FEF},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1719053.0699,8295539.3783,8719,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Rue Théodore Monod,75,8.0,2.0,50.0,EN PLACE,jeune,semi libre,gazon,Alignement,Non,RAS,,15.0,2.0,,,SORARI,mickael.delaere,2017/02/02 15:28:18+00,CASQ,SORARI,SORARI,{AD6494B3-FC91-42D8-9B81-00A8EEC9CA0A},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720905.0391,8295567.7856,6918,2017/02/02 15:28:13+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Avenue Robert Schuman,198,7.0,0.0,42.0,EN PLACE,jeune,cépée,gazon,Alignement,Non,RAS,2014/04/01 00:00:00+00,5.0,0.0,0.0,,PRUSERama,mickael.delaere,2017/05/12 09:35:16+00,VILLE,PRUSERama,PRUSERama,{FADEBD51-F122-4590-BB94-D8B0AFCFE470},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721372.697,8293545.5266,10353,2018/01/10 14:05:14+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Parvis Gare,96,3.0,0.0,12.0,EN PLACE,Jeune,cépée,Terre,Groupe,Non,RAS,2016/01/01 00:00:00+00,5.0,2.0,0.0,,PRUMAAamb,mickael.delaere,2018/01/10 14:05:14+00,VILLE,PRUMAAamb,PRUMAAamb,{55EC7686-9716-405D-A6C1-8E20E1C755A4},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720631.9732,8294277.2785,626,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,Quartier du Centre-Ville,Place Gaspard de Coligny,4,9.0,2.0,70.0,EN PLACE,adulte,semi libre,fosse arbre,Alignement,,RAS,,50.0,10.0,0.0,,TILCOR,mickael.delaere,2017/02/02 15:27:50+00,VILLE,TILCOR,TILCOR,{A634C2CC-F67B-4770-B642-CDE0D7D624E6},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1719648.2665,8295850.0444,4038,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Stade Cepy,13,14.0,4.0,120.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,50.0,10.0,0.0,,PINNIGnig,mickael.delaere,2017/02/02 15:28:05+00,VILLE,PINNIGnig,PINNIGnig,{A6AD36CE-A637-4B4E-BCBF-E98C0A43A8D7},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1721000.3181,8294770.0927,343,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,Quartier Remicourt,Parc des Champs-Elysées,143,19.0,8.0,140.0,EN PLACE,senescent,semi libre,gazon,Groupe,Non,RAS,,80.0,20.0,2.0,,ACEPSE,mickael.delaere,2017/05/12 09:25:58+00,VILLE,ACEPSE,ACEPSE,{C0DB6A50-8820-4367-90EA-293F4DF45BDE},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
